18	54	21781.0	0.006743669509887695
84	53424	3763249.0	30.063318729400635
47	94	16346.0	0.009028911590576172
12	24	6672.0	0.0015826225280761719
9	36	14940.0	0.003179788589477539
21	63	32776.0	0.007907867431640625
73	18688	3005266.0	30.027865409851074
74	15688	69032363.0	30.012745141983032
72	34704	9061136.0	30.153480768203735
26	26	27202.0	0.004043102264404297
49	196	2115.0	0.027074098587036133
23	23	9850.0	0.002360820770263672
10	40	13950.0	0.0049114227294921875
39	39	16776.0	0.004285335540771484
86	63640	32398689.0	30.053255558013916
61	12993	19983343.0	30.010323524475098
96	52512	22351102.0	30.260592699050903
41	123	46752.0	0.013845443725585938
82	21812	6281600.0	30.01357102394104
71	44659	4863976.0	30.04277992248535
94	86104	47886005.0	30.39057683944702
92	46276	7757256.0	30.060652017593384
54	23058	7566695.0	30.03205943107605
4	12	9599.0	0.02024245262145996
34	34	6167.0	0.016846656799316406
90	72810	6103768.0	30.3847336769104
80	11040	9817737.0	30.072166681289673
93	65844	5915700.0	30.04665207862854
97	94963	6656326.0	30.060766458511353
13	39	31022.0	0.004461526870727539
57	44745	18315914.0	30.023648023605347
46	184	49329.0	0.1499795913696289
63	22995	13072779.0	30.116093158721924
95	69445	18934037.0	30.35422921180725
20	60	12090.0	0.009569883346557617
56	14056	11613478.0	30.008764505386353
5	5	0	0.006442546844482422
75	61425	13870892.0	30.056387186050415
50	50	3460.0	0.008265018463134766
48	192	55264.0	0.09167671203613281
78	56940	9677471.0	30.086910009384155
30	90	9416.0	0.012265920639038086
58	34162	716099.0	30.019742012023926
98	2744	9753694.0	4.6509459018707275
79	58697	4884900.0	30.03670859336853
64	39680	6212420.0	30.21898579597473
3	12	3432.0	0.0013127326965332031
32	64	63798.0	0.004777431488037109
33	99	5210.0	0.006760835647583008
65	3445	9080115.0	8.826808452606201
15	60	16640.0	0.009249210357666016
55	53020	36062496.0	30.03680992126465
35	140	11696.0	0.015558004379272461
59	21830	26585318.0	30.023804664611816
52	22932	5319273.0	30.201292037963867
44	132	19460.0	0.011918783187866211
100	65100	11707660.0	30.04609513282776
87	31755	95022936.0	30.167484521865845
38	152	33444.0	0.05034446716308594
88	31680	2801091.0	30.059278964996338
1	1	0	0.006758928298950195
43	129	36848.0	0.02183389663696289
25	100	4990.0	0.015186548233032227
81	10611	7151200.0	30.01463794708252
11	11	8596.0	0.006279468536376953
14	14	12642.0	0.0027611255645751953
53	5512	97219624.0	30.0213360786438
42	84	6648.0	0.026303768157958984
16	32	7533.0	0.003808736801147461
99	19701	69888127.0	30.048888683319092
29	29	12510.0	0.0037932395935058594
60	55980	11200005.0	30.089771270751953
8	32	4616.0	0.009467601776123047
24	48	6342.0	0.0037224292755126953
2	2	0	0.0009601116180419922
17	68	3880.0	0.007745027542114258
89	50107	12335075.0	30.058538675308228
51	11883	0	30.01292848587036
70	28840	2673168.0	30.04689121246338
76	69388	4783627.0	30.301495790481567
77	45892	7107077.0	30.060802459716797
68	17204	54595.0	30.16017198562622
6	18	24728.0	0.007794618606567383
7	21	16686.0	0.00199127197265625
31	31	5352.0	0.0029039382934570312
83	2739	23528782.0	8.230854511260986
66	37092	21100346.0	30.039726972579956
22	66	19504.0	0.013883113861083984
62	18414	8448781.0	30.030426502227783
69	5727	459563.0	30.00781512260437
91	42861	10503405.0	30.042826890945435
27	81	0	0.045827627182006836
36	144	25536.0	0.20077228546142578
85	67405	6569969.0	30.485471487045288
40	80	12606.0	0.011217832565307617
37	148	19168.0	0.030768632888793945
19	19	4314.0	0.0016217231750488281
28	56	12519.0	0.0053064823150634766
67	44957	2792443.0	30.040518522262573
45	180	7065.0	0.038192033767700195
